id	tweet	class
	RT @Quis_2TurntUp   #8220 @1017_Sqquad  Iont got no type #8221 bad bitches is the only thing that I like  #128111  #128131  #128131 	OFF
	RT @QuotingHistory Gave that bitch some chocolate  bitches love chocolate- Forrest Gump	OFF
	RT @QwestsideFoolay   #8220 @MiraGotTheJUICE  Woah did this bitch say love #128566  #128514  #128514  #128557  #128557  http //tco/1NZDVTQSUy #8221   #128514  #128514  #128514 	OFF
	RT @Qwyenton  Dat ghetto shit aint attractive	OFF
	RT @RAAnonsense  I #8217 m to the point where I #8217 ll take a manual RT and not bitch about it	OFF
	RT @RAYCHIELOVESU  I just don't understand the grey area of being a hoe but lying about it Like close your legs OR just be about that life #8230 	OFF
	RT @RAYCHIELOVESU  No  #8220 @3rdeyechillin  That really happens   opnminds  who doesn #8217 t like it when a random bad bitch hits you up just to s #8230 	OFF
	RT @RBK_STEVIEJ  I dont respect nun about a bitch cause idgaf bout des hoes	OFF
	RT @RBK_STEVIEJ  I love a bitch wit sum nice teeth n lips #128524 	OFF
	RT @REAL_Kaysavage  @1stBlocJeremiah my bitch	OFF
	RT @RIPTheOGKooLAiD  Females will mess with a guy who has a girlfriend but won't mess with a single guy cause he hastoo many hoes	OFF
	RT @RIP_ALMIGHTY  @Tonyjohns000 stupid bitches can't handle the johns	OFF
	RT @RIPvuhsace  I deadass took this after i ate a darkskin bitch pussy the other day #NeverAgain http //tco/IZFLyUDuGS	OFF
	RT @RIPvuhsace  I hate taking a shit at public places bc i feel like a faggot when im placing the toilet paper on the toilet seat	OFF
	RT @RIPvuhsace  Math is fucking useless algebra 2 not gon help me pull bitches the fuck	OFF
	RT @RIPvuhsace  Mayweather a lil bitch this nigga out here dancing	OFF
	RT @RIPvuhsace  Most of yall females boring as fuck then yall wonder why niggas only talk about havin sex bc theres nothin else to talk abo #8230 	OFF
	RT @RIPvuhsace  Porn  the only place where a bitch gon be under the table sucking a niggas dick while he eating dinner with his parents	OFF
	RT @RJakaGunner  y'all so quick to say peopleworshipcelebrities bitch  i love beyonc #233   her talent  her legacy and what she stands for  #8230 	OFF
	RT @RLE_Raider  Thanks Ravens 4 beating those fags Now believe I don't give a fuck about you I'm Raider Nation bitches Thanks 4 pu 	OFF
	RT @RMcElhenney  New to the game but as I understand it  the first rule of soccer iswhichever team acts more like a bitch shall be awarde #8230 	OFF
	RT @RO4reals   --- trash at it's finest  #8220 @NichyTay  Ladies if you post a picture and don't get at least 15 niggas to favorite it then you t #8230 	OFF
	RT @RTGIFS  DOMINIQUE Made Larry bird do a 360 lmaooo http //tco/Vs6e3Z0C2u	NOT
	RT @RTNBA  0 Love for these hoes http //tco/nFxNhHw0dJ	OFF
	RT @RT_America  Russell Brand mocks Bill O'Reilly for proposing Berlin Wall against immigrants (VIDEO) http //tco/WtzD2MIBf6 http //tco/A #8230 	NOT
	RT @RT_America  US Army removes  #8216 negro #8217  as official reference to black people after public outrage http //tco/qtiTEzE7Bh http //tco/nudHr #8230 	OFF
	RT @RWSurferGirl  Toss 'em out of office Or just throw 'em in the trash #trashbucketchallenge has politicians on the run at https //t #8230 	OFF
	RT @RWzr  Too many faithful girls are single  and too many hoes are taken	OFF
	RT @Ra_Shia  Quotable RT @ChrissiBaxter  If my man ain't appreciating me this pussy DEFINITELY IS gonna end up in another nigga mouth You  #8230 	OFF
	RT @RabehChararah1  They claiming bitches them my old hoes	OFF
	RT @RabehChararah1  Wack ass hoes	OFF
	RT @Racheldoesstuff You gotta have luuuuube/All ya really need is luuuube- Dental Dam Yankees	OFF
	RT @RachieSoul  These hoes ain't loyal	OFF
	RT @RackedUpShad  Bitch had me and my car all the way fucked up  #128545  #128548  had to cuss a bitch out via note http //tco/PKxB40JTTO	OFF
	RT @RaeRecum  These hoes ain't shit  #128514  #128514  #128175 	OFF
	RT @RafiDAngelo My pussy tastes like Pumpkin Spice Latte-- Lana Del Basic	OFF
	RT @RahleeFranklin  Them hoes so damn nice  #128175  http //tco/jn0ieBdnZQ	OFF
	RT @RahleeFranklin  This bitch got a body like Trey Songz  #128514  http //tco/KSiqmY4W8D	OFF
	RT @RahleeFranklin  don't cheat if she a down bitch	OFF
	RT @RaiAllure yo bitch chose me you aint a pimp you a FAIRY#ripPimpC	OFF
	RT @Rajput_Ramesh  Friends a Proud Hindu n ShivSainik brother shri Ramesh Jadhav was murdered by Jihadis plz help trend #RameshJadhav http  #8230 	NOT
	RT @RakwonOGOD Fuck bitches   get money- A favorite nigga's line when a girl leave his ass for another man	OFF
	RT @RakwonOGOD You ugly anyway You a hoe anyway- a nigga who just got curved but won't accept it	OFF
	RT @RakwonOGOD   #8220 Bros before hoes #8221  - a bro with no hoes	OFF
	RT @RakwonOGOD  Bitches tweetinglast night  gt  gt like they did something special except be hoes	OFF
	RT @RakwonOGOD  Lmaoo bitch what http //tco/2dhLgXcVg2	OFF
	RT @RakwonOGOD  Rare pic of trash posing with trash http //tco/usGIAZSDWv	OFF
	RT @RakwonOGOD  U hoes going to church this morning like y'all wasn't busting it wide open for niggas about 4 hours ago	OFF
	RT @RakwonOGOD  When ya side hoe tryna act up http //tco/ayfGKVdEZI	OFF
	RT @RakwonOGOD  i started fuckin with bitches who believe everything their horoscope saythey believe the dumbass horoscopes they gunna bel #8230 	OFF
	RT @Ramen_Odicho  Assyria got hella hoes	OFF
	RT @Rameyhoe  22 But we make it and this bitch sits on the couch and turns on Ice Age the movie and asks us if were hungry like we arent t #8230 	OFF
	RT @Rameyhoe  If you curve me im just going to assume your pussy is trash and you were doing me a favor	OFF
	RT @RamonRoblesJr  Good morning Baton Rouge @ajohnson_a having a nip of @MBMoonshine http //tco/5JZH1BhWWk	NOT
	RT @Ranae_26  You bitches could never be nae let him tell you he love him some nae  #128143  #128145  #128081 	OFF
	RT @Randality  @WeDont_SmokeREG  #128514 she a dumb bitch smh	OFF
	RT @Randall_Jayy   #8220 @_100D  I got hard dick for all dez bitches I get all they numbers I don't call dez bitches #8221  LMAO RT	OFF
	RT @Ranger1325  I'm waiting for all of you little bitches that whined about Bush to start speaking up about Obama and his wars #Syria	OFF
	RT @RapBars_  Joey Badass saidTraded in my Nikes for a new mic  I guess it's safe to say he sold his soles for a new life	NOT
	RT @RappersSaid  When Kanye saidI don't need your pussy  bitch I'm on my own dickhttp //tco/6eeLUmjbme	OFF
	RT @RappersSaid  When Tupac saidI ain't a killer but don't push me  revenge is the sweetest joy next to getting pussyhttp //tco/ffPu1w #8230 	OFF
	RT @RappersSaid  When Tyler the Creator saidRape a pregnant bitch and tell my friends I had a threesomehttp //tco/mBrtvpUaKt	OFF
	RT @RaqiThunda  The trick of reality tv is making tacky bitches seem classy    badgering real women with real ethic into submission It's a  #8230 	OFF
	RT @RareHipHopPic  Logic had me thinking Nikki was a bad bitch	OFF
	RT @RashadBF  Never trust a bitch that take quick ass showers	OFF
	RT @RashodJackson  Nobody cares  bitch	OFF
	RT @Ratchet2English  a girl tweetedyou might be ghetto if u bring food from outside into the movies  no u might be stupid if u pay 499  #8230 	OFF
	RT @RavenConnell  Being a hoe isn't a Halloween costume	OFF
	RT @RavenxMiyagi  you here good songs on the radio but it ain't about positivity its mainly bout hoe problems killing and/or moving weight	OFF
	RT @RawstonGeorge   #8220 @distilled9water @wizzyjr https //tco/OtZ0FGDVpR  #128557  #128557  #128557  #128557  #128557  #128557  #8221  bitch gotta die 10 000 deaths  #128534  #128557  #8221   #128557  #128557  #128557  #128557  #128557  #128557  #128557  GTFOH	OFF
	RT @RayHudson  Art thou the bird whom Man loves bestThe pious bird with t/ scarlet breast  Our Robin that leaves these summer winds sobbing #8230 	NOT
	RT @RayIopez make me ur wcw  how many girls do u talk to  am I ur side hoe  tweet about me so I know it's realhttp //tco/LB274Gh #8230 	OFF
	RT @RayIopez  Niggas Be Like   #128663 _____________ #128659  Fuck There go the 5'o  __ #128663 ______ #128659 __ Be cool son  ___ #128663  #128659 _____ Man fuck   ___ #128659 ___ #128663 ____ bitch as #8230 	OFF
	RT @RayIopez  When you're approaching your high score in flappy bird and die one pipe away http //tco/bI1RQ6A1ur	NOT
	RT @RayIopez  taking out the trash at night http //tco/qJiPw0sYeH	NOT
	RT @RayRayOspeciial  Hate a broke bitch and nigga	OFF
	RT @Rayban_Guwop  If money #128181  was my girl #128143  id stalk that bitch #128520  #128270  #128294  #128064  #128175  #128174  #127796 	OFF
	RT @RayyyZoR  I call this the 100gram sugar delight or a Heart Attack It's a #PopTart #Twinkie    a #HoneyBun http //tco/s6ZnLVlvLI	NOT
	RT @ReIateThings  i hate when netflix stop    asks if im still watchin like yes u think i got up    started doin somethin with my life bitch  #8230 	OFF
	RT @RealBobbyJay  If a mf really like you #9786  #65039   they'll drop all their hoes #128108  #128109   exes #9995  #128530      groupies and focus only on you  #128107 	OFF
	RT @RealErik_95  Don't worry about my old bitch or my next bitch	OFF
	RT @RealJackNeisen  Damn that's a cold ass honkie	OFF
	RT @RealJohnBrannon  bette fucking davis eyes bitch	OFF
	RT @RealJohnBrannon  check it out you gotta vodka soda    a lemon on the bottom of that bitch  thats cool	OFF
	RT @RealKidLegend  Being a hoe means FUCKIN a lot of people NOT TALKING to a lot of people Y'all mufuckas be having shit mixed up  #128530  #9995  #128175 	OFF
	RT @RealKiddSmyllz  I wonder if I can sue a bitch 4wasting my mf time	OFF
	RT @RealNiggaSherm @1stBlocJeremiah  @RealNiggaSherm bitchbitch wassup	OFF
	RT @RealNiggaSherm @1stBlocJeremiah  @RealNiggaSherm you home Niggaz in that bitch was some hoes yaknowyazz I gotta do applewood n shit	OFF
	RT @RealNiggaSherm   #127379 kk bitch TD in 17' #128275  Jeff b home real soon  #9981  #127344  #127382 	OFF
	RT @RealNiggaSherm  I can't trust a bitch I can't trust myself	OFF
	RT @RealRaymondJ  When bae callsChinese foodin your phone and your side hoe answers in a Chinese accent    takes your order http //tc #8230 	OFF
	RT @RealScoZayy_NNF  Just barrass Meez ctfu um zoned out wit my fro out while um hitin hoes from da back #comebacktoreality	OFF
	RT @RealScottieTee  Girls dress like hoes and wonder why good guys aren't attracted to them http //tco/dLRk2I04hO	OFF
	RT @RealSexAddicts  Wet #128166     warm  #9832  #65039  pussy  #128553  #128525 	OFF
	RT @RealSexNotes  Sex on 1st date dont mean you a hoe  waiting 90 days wont make you a wife  cute pics dont mean y'all happy  having a titl #8230 	OFF
	RT @RealSexNotes  Too many faithful girls are single  and too many hoes are taken	OFF
	RT @RealSkipBayless  In their primes  MJ would have dominated LBJ in 1 on 1 Just so much mentally tougher MJ's trash talk alone would unn #8230 	NOT
	RT @RealTalk  i swear I'm a nice girl  until you do something that pisses me off then the bitch comes out	OFF
	RT @RealTimeWWII  6000 people/day now being deported from Warsaw ghetto  packed into cattle cars for rail trip to Treblinka death camp htt #8230 	NOT
	RT @Realistt__   #128525   #8220 @Squirtology  Crazy things about the pussy that you should know  #128520  #128520   Make sure u know  #128073  #128073  http //tco/xOO7AjnD8y  #128072  #128072  http / #8230 	OFF
	RT @Realistt__  Shy girls are undercover freaks #128527 	NOT
	RT @ReallyHighIdeas  Scientists have recently discovered that bitches  do in fact  be trippin'	OFF
	RT @RedBone9922  These hoes ain't loyal  #128588 	OFF
	RT @RedHeadRay_  I swear I saw more then 3 bitches jump this girl  #128583 	OFF
	RT @RedScareBot  Commie   #9773  Mints RT @_whiteponyjr_ F#@kkk this faggot commie http //tco/lnqNpChciA	OFF
	RT @RedTvvitter Does my Mewtwo make your pussy wethttp //tco/W4zzHr6Kum	OFF
	RT @ReeseZamora  @daxmw23 Dax we don't love these hoes	OFF
	RT @ReevesJunya  bitch ass niggas claim to be yo homies then get on dirt  All bitch ass niggaa can die slow	OFF
	RT @RegaloDeJah_   #8220 @Ausettt  Girls like her make it hard for the rest of us  #128530  http //tco/g8KdlxFqm2 #8221  and u wonder why u bitches get expose #8230 	OFF
	RT @ReggieRipBam  All I ever do is fuck bitches    count stacks	OFF
	RT @ReginaPucket  http //tco/6nqmor8ybC BREAKING DAWN/ I often think about what used to be and was With rose-colored glasses and a gentle  #8230 	NOT
	RT @ReginaldSpears  If Hank Jr was half the man his daddy was  he'd bitch-slap Brantly Gilbert for having his name in his mouth	OFF
	RT @RelentIessness  this bitch thought she could cut my dick off http //tco/gBR2YV669Y	OFF
	RT @Rene_gadeCowboy  I have to agree with Charlie he's spot on http //tco/9lcmVE9i1m	NOT
	RT @Revenant0202  Seriously  Florida A vote for Charlie Christ is a vote for taxes and ebola	NOT
	RT @ReverendGrim  God bless those delusional bitches still trying to keepduck facealive	OFF
	RT @Rhiannamator Who's my bitchI am  Stephanie I am	OFF
	RT @RhineRunIt  Henny    hoes RT @TiFFANY_P0RSCHE  Peace    tranquillity  #8220 @daddykn0wsbest  If you were a Greek Mythical God #8230 what would u be  #8230 	OFF
	RT @Ribo333  @secupp your retarded	OFF
	RT @RichBitxh_  Highwaisted jeans are not made for everyone bitches be looking horrible	OFF
	RT @RichHomieMeezy  @54OO_Mauri my internet aint get transfered yet pussy	OFF
	RT @RichgurlTira  These hoes will fake like they really f ck with you but be hating on you lowkey	OFF
	RT @RickNothing  I love howtwatis gender neutral	OFF
	RT @RickRaze  Why would I be in a relationship theses hoes go still do them  #128514  #128175 	OFF
	RT @RickyNgan  These hoes is thotful	OFF
	RT @RickyNgan  Y'all hoes ain't slick	OFF
	RT @RickyScamp  The best way to avoid a tsunami of extramarital pussy is to wear sneakers on your daily commute Also using the word sneake #8230 	OFF
	RT @RiddMcCoy  Where is everybody getting thisfuck her right in the pussysayin from	OFF
	RT @Ride907  If some little fucking faggot spits in my food I swear to god id tear your fucking arms off http //tco/EQociANZ77	OFF
	RT @RihannaHasAids  aight game over dykes had to ruin it http //tco/o0CAn6gb1p	OFF
	RT @RihannaHasAids  bitch built like squid ward after he ate all the Krabby Patties RT @AcaciaMakayla  @DJZeeti DONT RETIRE  #128553  I love you h #8230 	OFF
	RT @RihannaHasAids  bitch change draws http //tco/k4frL2Vw7e	OFF
	RT @RihannaHasAids  if I got hoes @ one of my hoes if not shutup    never say it again	OFF
	RT @Rileyy_Babyyy  How you pressed over some pussy you never had  #128064   #128514  #128514  #128514 	OFF
	RT @RipCaps  Damn it's hotter than a bitch	OFF
	RT @RipCaps  I wish I would chase a hoe 	OFF
	RT @RipTre96  I ain't entertaining nomore dumb bitches	OFF
	RT @Rivera9Roberto   #8220 @1ortiz1  You think she classy niggah but she really ratchet #8221 	OFF
	RT @RmpHarris  I kinda miss tremper I use to be threw dat bitch lol Never in class lmao	OFF
	RT @RmpHarris  Told my home girl bitch you bet not change on mee	OFF
	RT @RnadJorell   #8220 @_KudaBrazyy You Disrespected My HoeingPimp Slaps Hoe In The Telly For Talking Back - http //tco/XfBbm7cJTY #8221 aha bitch	OFF
	RT @RnadJorell   #8220 @_KudaBrazyy  @RnadJorell Knocked that bitch soul out her body lol #8221  aha bruh cocked back an fired on that bitch	OFF
	RT @RobIsRandomAF_6   #128514  #128514  #128514  #128514  #128514 This bitch came to the club with a broken neck Bitch you serious https //tco/D4bpFhPj6x	OFF
	RT @RobIsRandomAF_6  Tyrese a baby back bitch Hope they kill him before Black History Month #AMCWalkingDead	OFF
	RT @RobProvince  Do I support killing terrorists yes Will I still mock hypocrites HELL YES	OFF
	RT @Rob_San9993  @214bighappy gunna have me screaming at bitches and shitlol	OFF
	RT @Rob_San9993  @214bighappy that bitch was looking for anything to go up her asshaha	OFF
	RT @RobertCDick  Protest climate change  leaves trash behind #VotingMatters	NOT
	RT @Roberto0oO0  @kitten_nugget69 @danusaur aye stfu you dyke lookin bitch I'm pretty sure you have a bigger dick than your boyfriend	OFF
	RT @Rock76_  @1waynostra we just trying flip an ounce to a P in dis bitch im still out school bro next week im out dere doe	OFF
	RT @Rock76_  just show im not playing in this bitch one false move ima spraying in this bitch @1waynostra	OFF
	RT @Rockprincess818  Go fight against the IDF if you progressive trash hate them so much  you don't have the guts to do it  #IStandWithIsr #8230 	NOT
	RT @Rockprincess818  Obama is Allowing millions of illegal aliens  drug cartels  and terrorists to enter our open bordersLiberal retards #8230 	OFF
	RT @RollingWithTrin 1  2  3  4  how many niggers are in my store I knowwww you're stealing #128514  #128514  #128514 	OFF
	RT @RollyPolly1x  This bitch quit after an hour of working here wtf  #128514 	OFF
	RT @RomerioHall   #8220 @1inkkofrosess  I'm in this bitch  #128563  #128563  #128563  #128563  like a mf  #128514  #128514  #128514  #128514  #9996  #65039  #127811  #128080  #128168  #8221 	OFF
	RT @RonONealDC  Lmaooooooo RT @basedamERICan Ayo take this pic for me fam  You think the bitches gon fuck with this pichttp //tco/k #8230 	OFF
	RT @RonTheAnchorman  a girl tweetedyou might be ghetto if u bring food from outside into the movies  no u might be stupid if u pay 499  #8230 	OFF
	RT @Ronesha__  When I feel like he entertaining these hoes I just fall back even harder than before  #128175 	OFF
	RT @RosieZaya1  Ur fucking white trash	OFF
	RT @Roulettista  Mertesacker sayinggive him the ghetto fistis still goat	NOT
	RT @Royals  #Royals win KC with a 2-0 blanking of the Yankees to take the series in the Bronx #BeRoyalKC	NOT
	RT @RuNeshaShamia  Drunk inlove with my gun bae bitch Beyonc #233   #128520  #128527 	OFF
	RT @Rubberbandits  Yanks have a cocktail called anIrish car bomb  but if you stuck two flakes in an ice cream cone and called it a 9/11  #8230 	NOT
	RT @RubinReport  You can mock Michelle Obama's #TurnipForWhat video  but the turnip is now third in line of succession for president https #8230 	NOT
	RT @RubyFakhoury  We out dis bitch  #128588  http //tco/Vb8C2Pjnvi	OFF
	RT @RudeBoi_Drew  @PAPER_CHAYSIN condom were invent for that sole purpose	NOT
	RT @RudeComedian  some bitches be likeIm far from uglynaw hoe  you're closer than you think	OFF
	RT @RudebwoyRoscoe  Behind every REAL bitch  there's a bitch ass nigga that did her wrong but made her strong	OFF
	RT @Runyacheckup  Niggas and bitches gotta quit wit da money pics If I can count it accurately it ain't enough  #128514  #128514  #128514 	OFF
	RT @RushAmeezy  I find it hilarious how Austin saysswag witchinstead ofswag bitchlmfao	OFF
	RT @RussBrandon  Thanks to Mr Wilson for passing along this tremendous responsibility My sole focus is to empower our leadership to bui 	NOT
	RT @RussOnPolitics  GOP nominee for #MAgov Charlie Baker'sfisherman storyfalls apart He deserves an Oscar for his play crying http // #8230 	NOT
	RT @Ruthless_Mando  no bitch  I just don't like you  #128129 	OFF
	RT @Ryder_LetsGetIt   #8220 @ItsNotHarold  I say if a girl got 7 bodies or more and she 20 or younger she a hoe #8221  ON GANG 	OFF
	RT @SAMMI_boyden  @jizcalifuh it's a metaphor you dumb fucking nigger @savanigga  #128514  #128514  #128525  #128525  #128069  #128069 	OFF
	RT @SAMMI_boyden  @savanigga ohI know dude I just went OFF ON HIS ASS I'm done with that faggot	OFF
	RT @SAMMI_boyden  Fucking James tried to tell me Jawga Boys sucked I went ape shit dude @savanigga @OfficialDThrash @jawgaboyz	OFF
	RT @SAVx  A day later and y'all still gassing Rihanna trash ass nudes	OFF
	RT @SBNation  Plenty of Kobe vs Dwight trash talk after the game  too http //tco/YCwfrv7syX http //tco/TRHYFjoIwc	NOT
	RT @SBNation  Reds fan snags foul ball  gets shoved by player  flips bird  becomes True American Hero  http //tco/yDu4PR531R http //tco/ #8230 	NOT
	RT @SC4K  Getting ready for the annual heart and sole luncheon @RenHotels #cle with @EricGordon_CEO http //tco/UJ721FmsXB	NOT
	RT @SCAR_49  @16stanleys @odale_ese118 hahah that niggah got hella checked  Do your thang Uce #PowerCouple	OFF
	RT @SEMAJ_HOEE_   #8220 @tiffanyluxride  Damn so many fake niggas    bitches #8221 	OFF
	RT @SF_LaMasterBoy  Im scared of herher pussy too good Lol	OFF
	RT @SFsneeejayy  Bitch hmu say she need sex right now  bitch nigga hmu saying he upset right now	OFF
	RT @SGT_WitDaJuice  Lame dude anyway@baeElectronica  bitch  bye  #128514  RT @WeAre_XCI  Dawg look at this shit http //tco/Fu4DbQeotn	OFF
	RT @SKINNY_NiggaDoe  RT @1JohnnyCinco  Let a nigga try me try me I'm a fuck all the hoes in his family	OFF
	RT @SKINNY_NiggaDoe  RT @HoodrichKeem  Leave the bitching to the bitches 	OFF
	RT @SLIZRD_WIZRD  3 point on a bitch like Dirk Nowitzki  up in da club like Dirk Nowitzki	OFF
	RT @SLeyTMF  I aint nun to cut that bitch off	OFF
	RT @SLeyTMF  Too many bitches not enough queens	OFF
	RT @SLlMSHADY  Can someone show hailie this tweet  #128514  #128514  bitch blocked me  #128548  #128514  #128514  #128514  https //tco/VlpR7tMcAs	OFF
	RT @SMACKHighAZ Seton Catholic where their own students talk trash about how low of a division there football team is in	NOT
	RT @SOMEXlCAN  Who needs Twinkies When you got Gansitos	NOT
	RT @SSNAlerts  Rick Scott takes 49% of vote  Charlie Crist takes 46% Scott wins second term  http //tco/MmkyGCYVG1 #sayfie #FlaPol http / #8230 	NOT
	RT @SSickStory  People need to stop being bitch made	OFF
	RT @SSparklesDaily  The most beautiful women I've met have bruised souls  tired eyes     quiet smiles The survivors The ones who know abo #8230 	NOT
	RT @STARgotthatDOPE  A lot of these hoes be cheating on they nigga fucking other niggas Y'all boys better get y'all a real bitch that ain' #8230 	OFF
	RT @STROCORLEONE @ThoughtsOfRandy @Yummys_World all deze hoes got past demons in em YOLO nigga lol + Hahahahaha	OFF
	RT @SUCKEDOFF wtf ling ling did you at least calculate the circumference when you threw that ass in a circlehttp //tco/v2L7GMVA8T	OFF
	RT @SUCKEDOFF  3 MOST COMMON WHITE PEOPLE ACTIVITIES   1 Wearing Tapout  2 Shooting up schools  3 Calling you a nigger on Xbox	OFF
	RT @SUPERi0R_422  My daddy told me not to date a man with soft hands lol Either he doesn't do hard labor or he's afaggot	OFF
	RT @SVL305  @VJtechsupport @YoungMcFly since we on the subject she used to always ask to to see my dick via dm fck dat rat face hoe b	OFF
	RT @SVL305  @VJtechsupport @YoungMcFly the real reason y she gave up rapping was because of ME i called her trash to her face n asked for #8230 	NOT
	RT @SVO__  One who can't keep his bitch RT @StaceyNoDash_ What kind of man can't parallel park	OFF
	RT @SaNtAnAdaGrEaT  I never understood that  #128530 if u want a strap on  just fck a nigga   #128514  #128514  #128514  wtf bitch	OFF
	RT @SadoMisogynist  I hate these Mo'ne Davis commercials Bitch is gonna end up either a dyke or a loser like every other female	OFF
	RT @SaertjeMirror  I am a zebra amongst the sheep	NOT
	RT @Saint_Jeremy  She right RT @2Girls1Richard  You spam RT @TheReaIPinkyxxx  If you eating the pussy you might as well eat the ASS http  #8230 	OFF
	RT @Salaayah I let ma chain hang low Two chains Gold all in ma chain I keep a chain ana hoe Niggas staring at ma chai #8230 	OFF
	RT @SalamanCode  Proof that thots are retarded http //tco/rHJSlL9i9f	OFF
	RT @SalomaeSadiqa  It's because you can't bend me  you can't buy me and you can't make me into your nigger #Farrakhan #TheTime	OFF
	RT @Salon  A trash-talking athlete vs a violent congressman  Who's the realthug here http //tco/dFNdCqWDAX via @joanwalsh	OFF
	RT @SaluteMiSWAG  nice body parts on ugly bitches is the worst	OFF
	RT @Sam_James3  @will123_william @haydenhill13 @aknadnrye @khalilreed I don't care tho cracker	OFF
	RT @SammyLightning_  @TNasty4Teen we find turtle  we find the hoes	OFF
	RT @SammyLightning_  Any girl that talk about sex on social media is a hoe	OFF
	RT @SammyLightning_  Phil Simms is a pussy @TNasty4Teen	OFF
	RT @SammyLightning_  Screw these hoes http //tco/HBbEX5cIEB	OFF
	RT @SammyLightning_  Silencer up on that 30 that bitch don't make a sound	OFF
	RT @SantosVictorero  RT @peddoc63 Lib Hypocrisy alert #128680  bansbossybutbitchis okay @AmyMek @michellemalkin @jjauthor #tcot http //tc #8230 	OFF
	RT @SaraLuvvXXX  Today @GlennAlfonso did my hair and makeup He always tries to make me look like a monkey http //tco/tym2JD7h3Z	NOT
	RT @SaraWright89  Freeze bitch i'm gonna steal your heart http //tco/N0QkB1QO7h	OFF
	RT @SarahMcintiree  A sideline bitch will tell you everything you need to hear if you just listen She ultimately wants your man she dgaf a #8230 	OFF
	RT @SarahR_82  I had these cute little pet names for my ex  like ass monkey  douchetard    butterball I just dont know where that re 	OFF
	RT @SarcasmLeague  Back in elementary school  when you were line leader  everybody else was your bitch	OFF
	RT @SarcasmLeague  Somewhere in the world some bitch is ordering roses for herself so she doesn't look like the lonely bitch at the office	OFF
	RT @SarccasmicTw  Twitter has a bird as its logo  that's why when you join you're an egg And your home button is a birdhouse Why am I jus #8230 	NOT
	RT @SariyaDaniellee   #8220 @JayJuice22  The nigga who got slept is a faggot if he sues just run one again and watch ya back #8221 LOL JUST LIKE THE PE #8230 	OFF
	RT @SashaNexx  I found a mega-carrot at the store today 50 retweets and I'll shove it up my pussy (  +pics http //tco/LyMLqUClwJ	OFF
	RT @SassiSissy  This assholes mother should have shoved a coat hanger up her pussy    gouged him to death when he was a harmless fetus http  #8230 	OFF
	RT @Sassymermaidxo   #8220 @VSamone   #8220 @ZvckSlvt3r704  My sister shittin on you hos once again@VSamone  wodeh bout dat action http //tco/mDfLBr #8230 	OFF
	RT @SatansPearl  she's a model on #Instagram but she's just a hoe from my town	OFF
	RT @SatansTongue  You're not right for this job   What why  Well your r #233 sum #233  is just 'don't be a bitch dude' written on a napkin  Don't b #8230 	OFF
	RT @SaucyJames  Go dumb bitch do your dumb dance	OFF
	RT @SavageJayy  Bruh some of yall bitches lucky and do not realize it TISK TISK	OFF
	RT @Savage_Glam  Idk if @IGGYAZALEA is really a man  but she surely is a trash rapper	NOT
	RT @SaveNoHoes  this nigga Kanye looking at his ice cream likehoe ass ice cream you aint as cold as Kanyehttp //tco/Z3P8sXQtT3	OFF
	RT @SaveTheBS  Get to bed  bitches  and only dream happy dreams	OFF
	RT @SaviAssStr33tz  Dumb hoes out here moving at a snails pace in lifeim coo	OFF
	RT @SayMyName_Bella  I love my big booty bitches	OFF
	RT @Say_Lil_Zack  Why y'all's ain't do nun when the fat bitch jumped on me Yall a trip #8252  #65039 	OFF
	RT @SayrayArriaga  Pics or it didn't happen Or you're the side bitch	OFF
	RT @Scarlett_Iam  'You'd rather live with trash   than make it work with a good woman' #DiaryOfAMadBlackWoman	OFF
	RT @Scoonz  remember when you got your crush's aim screenname and you felt all fuzzy inside and stared at your screen and figured out what  #8230 	NOT
	RT @ScottLinnen  Saw a man in a yellow trench coat    matching fedora with an iWatch What a Dick	OFF
	RT @Scottt3130  Y'all bitches is fake as shit	OFF
	RT @ScottyRackss  My Wifi stronger then half y'all hoes relationships lol	OFF
	RT @ScruffDaddy_ Here she go being a hoe again-dog http //tco/vnZ5v4VFSm	OFF
	RT @SeQuoia_Gabris   #8220 @UeonoYungJumbo  @SeQuoia_Gabris yeah hoe #8221  But the babies are innocent lol so Gabriella still got her sister a birthd #8230 	NOT
	RT @SeanPrice  This nigger tattoo show is horrible	OFF
	RT @SeanTheTerrible  Having one is stressful RT @MustBeCharm  Having a lot of bitches seem stressful	OFF
	RT @SeanTheTerrible  I don't care how pretty you are  if your personality is trash men are going to treat you accordingly That's not tru #8230 	NOT
	RT @SegwaySurfer  hard 2 keep the hoes off me http //tco/LemzSFqvEl	OFF
	RT @Seinfeld2000  Uncle leo find iWatch in trash can http //tco/T7GCSMCYLB	NOT
	RT @Selenaelisandra  When a bitch sayshito bae http //tco/DF4vFUsQzJ	OFF
	RT @SelfMadee_YG  @1stBlocJeremiah wya bitch	OFF
	RT @SenorSteez This whole week was trash	NOT
	RT @SenorSteez  Fuck wit us and then we tweakin hoe	OFF
	RT @SenorSteez  I cannot fuck with a broke bitch  #128175 	OFF
	RT @SenorSteez  If you're a bad bitch why're you wearing sneakers	OFF
	RT @SenorSteez  Man  now these hoes know  #128514  #128176  #128182  #128184  #TheJigIsUp http //tco/8W9Ag3bx1a	OFF
	RT @SenorSteez  These hoes ain't loyal mane  they rotate	OFF
